0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
138,THE KUNSHAN FRIENDS OF RONG,PLASTCIS PRODUCTS CO,,ROOM 1501NO.1328,0,SHANGHAI,25,,,CHINA,,XE,,0,0,0,,0,0
139,KAIZEN CO.; LTD,,,B-123;THE OVALLEY 555-9,0,HOGYE-DONG; DONGAN-GU,25,,,82-31-479-6303 FAX: 82-31-479-,,XE,,0,0,0,,0,0
140,CANTONI CUSCINETTI S.R.L.,,,VIA LABIRINTO 161,5125,BRESCIA - ITALIA,25,0039/030/3543420 - 0039/030/3545029,barbara@cantonicuscinetti.com,ITALIA,,XE,,0,0,0,,0,0
141,B.C. AMES INC.,AMES MASTERS OF MESBUREMENT,,1644 CONCORD STREET,1701,CONCORD STREET,25,1-800-438-4249 / 1-781-893-0095,info@bcames.com,ESTADOS UNIDOS,FRANCIS GARDNER,XE,,0,0,0,,0,0
142,RKB EUROPE SA,,,VIA PRIMO AGOSTO; 6828 BALERNA,6968,CHIASSO 3 SWITZERLAND,25,1,info@rkbeurope.com,ITALIA,,XE,,0,0,0,,0,0
143,ZVL SLOVAKIA A.S.,,,NA STANICU 22 01009 ZILINA,0,SLOVAKIA,25,cervenan@zvlslovakia.sk,,TEL: 00421 41 7076 032,,XE,,0,0,0,,0,0
144,EMIN - RULMAN,TERSANE CAD EMEKYEMEZ MAH.,,FUTUHAT SOK.NO30 KARAKOY,0,34420 STANBUL,25,+90 2122504673 FAX: +90 2122501375,info@eminrulman.com,STANBUL,,XE,,0,0,0,,0,0
145,TANRIVERDI RULMAN LTD,,,GUNGOREN BAGCILAR SAN.SIT,0,ISTANBUL / TURKEY,25,,,TURKEY,,XE,,0,0,0,,0,0
146,PARANDIET SUMINISTROS INDUS SL,,,POL.TXALAKA-ARANEDER-C/TROIA14,0,PAB.11- 20115 ASTIGARRAGA,25,TEL: 943 279700 FAX: 943 285053,parandiet@parandiet.com,,,XE,,0,0,0,,0,0
147,ZITEC INDUSTRIETECHNIK GMBH,,,SCHEIBLERSTR.3,0,94447 PLATTING,25,49-9964-960-0,,ALEMANIA,,XE,,0,0,0,,0,0
148,GODIVA BEARINGS (SOUTHERN) LTD,,,UNIT 3;SHEPPERTON BUSINESS,0,PARK;GOVETT AVENUE SHEPPERTON;,25,(01932)227276/FACSIMILE(01932)224757,email@godiva-bearings.co.uk,UNITED KINDOM,,XE,,0,0,0,,0,0
149,DPE BEARING INDUSTRY TRADE LTD,,,IMES SANAYI SITESI A BLOK,0,SOK. NO 29 UMRANIYE; 34776,25,+90 216 526 41 44-45,info@dpe.com.tr,STANBUL/TURKEY,,XE,,0,0,0,,0,0
150,BEARING CORPORATION,,,103 13TH AVENUE; CNR DE WET,0,STREET; ENDENVALE,25,071 891 1395 / (011) 452-8500 / 8700,sales@bearingcorporation.com,SOUTH AFRICA,,XE,,0,0,0,,0,0
151,FRANZ SIELAND GMBH,,,MOHNESTRS 122; 59755 AMSBERG,0,,25,,,ALEMANIA,,XE,,0,0,0,,0,0
152,BEARING MAN GROUP,,,6 TETFORD CIRCLE; MILLENNIUM,0,DURBAN; 4321 SOUTH AFRICA,25,1.000001084,stantonb@bmgworld.net,,,XE,,0,0,0,,0,0
153,BERANI KUGELLAGER AG,,,ACKERSTRASE 50,0,,25,+41 44 944 90 00 / +41 44 944 90 09,,SUIZA,,XE,,0,0,0,,0,0
154,HFB HOUSINGS AND BEARINGS S.L.,,,CAN BATALLO N°1 - POL.IND.,7450,HOSTALRIC - GIRONA,25,TEL 972874754 FAX 972874756,,ALEMANIA,,XE,,0,0,0,,0,0
155,TIMKEN DRIVES LLC,,,901 19TH AVENUE-FULTON ILLIOIS,0,ESTADOS UNIDOS,25,1-815-589-2211,,ESTADOS UNIDOS,,XE,,0,0,0,,0,0
156,RPM DO BRASIL LTDA,,,RUA LUIZ DOS SANTOS CABRAL 484,3337,JD. ANALIA FRANCO SAO PAULO,25,55104686,,BRASIL,,XE,,0,0,0,,0,0
157,BEARDSLEE TRANSMISSION,,,290 EAST JERICHO TPK.,0,MINEOLA,25,516-747-5557,schin@beardsleetransmission.com,ESTADOS UNIDOS,,XE,,0,0,0,,0,0
158,NOVIKI SZEGED KFT,,,H-6726 SZEGED SOR 13,0,HUNGARY,25,003662541480 / 003662541484,,HUNGARY,,XE,,0,0,0,,0,0
159,AKDAL RULMAN KALIP SAN LTD.STL,,,TERSANE CAD YOLCU HAMAM SK 5/2,0,KARAKOY-STANBUL 34020,25,0090-2122977446,,TURKEY,,XE,,0,0,0,,0,0
160,KUGELLAGERHANDEL KARAVAR,,,KARL-KELLNER-RING 48-50,0,35576 WETZLAR,25,06441/4491063 / 06441/4491064,,GERMANY,,XE,,0,0,0,,0,0
161,MARTIN SPROCKET & GEAR BRASIL,,,RODOVIA SP 332;155-PALMEIRAS,0,BRASIL,25,,,,,XE,,0,0,0,,0,0
162,RENOWN BEARING LLC,,,726 SPICE ISLAND DRIVE; SPARKS,0,89431,25,888-784-2933,,RUMANIA,,XE,,0,0,0,,0,0
163,THYSSENKRUPP BRASIL,DIVISION BEARINGS,,RUA LIDIA BLANK;48 09913-010,0,DIADEMA SP,25,(55-11) 4055-8400,,BRAZIL,,XE,,0,0,0,,0,0
164,RODAMIENTOS Y ACCESORIOS S.A.,DE C.V.,,AVE.NOGALAR SUR 107 CUAUHTEMOC,6645,SAN NICOLAS DE LOS GARZA,25,8158-9500,,MEXICO,,XE,,0,0,0,,0,0
165,FIBRO GMBH,,,AUGUST - LAPPLE - WEG,7485,HASSMERSHEIM POSTFACH 1120,25,+49 6266 73-0 / +49 6266 73-237,,ALEMANIA,,XE,,0,0,0,,0,0
166,WUXI LOTTON BEARING CO; LTD,,,NO.198 MINFENG ROAD,0,BEITANG DISTRICT WUXI,25,,,,,XE,,0,0,0,,0,0
167,EMERSON BEARING CO,,,201 BRIGHTON AVENUE; BOSTON,0,MA 02134,25,(800) 225-4587 FAX: (800) 252-1996,,ESTADOS UNIDOS,,XE,,0,0,0,,0,0
168,TEXAS OILPATCH SERVICES LLC,,,3515 VISTA ROAD PASADENA,0,TX 77504,25,713-946-1030 / 713-947-1975,shelley@texasoilpatch.com,HOUSTON,,XE,,0,0,0,,0,0
169,ACORN INDUSTRIAL SERVICES LTD,,,MIDLAND ROAD; ROTHERHAM,0,SOUTH YORKSHIRE;S61 1 TE,25,+44 1709 789 933,export@acorn-ind.co.uk,ENGLAND,,XE,,0,0,0,,0,0
170,YGT TECHNOLOGIES PTE LTD,,,4 LENG KEE ROAD. #06/06/05,0,SIS BUILDING; SINGAPORE 159088,25,87002258 FAX 63924019,stephanie.teo@sg.intbearing.com,SINGAPORE,,XE,,0,0,0,,0,0
171,BESTWAY PRECISION COMPONENTS,,,RZ-140; NARSING GARDEN; KHYALA,0,NEW DELHI 110018,25,+91 11 2321 9507 / + 91 11 2321 6399,bestway140@gmail.com,INDIA,,XE,,0,0,0,,0,0
172,REGAL BELOIT AMERICA; INC,,,REGAL BELOIT AMERICA; INC,0,FLORENCE - KENTUCKY,25,,,ESTADOS UNIDOS,,XE,,0,0,0,,0,0
173,ERMAK RULMAN HIRD INS.SA.TIC.,LTD.STI,,EVREN KUCUK SANAYI SITESI NO33,0,RUMANIA,25,0090 212 613 29 30,info@ermakrulman.com,TURQUIA,,XE,,0,0,0,,0,0
174,S & T BEARINGS,,,559; SENAE-RO; WANSAN/GU;,0,JEONJU-SI; JEOLLABUK-DO; KOREA,25,+82 70 4135 7714,sntbearings@naver.com,KOREA,,XE,,0,0,0,,0,0
1002,ACCINSA S.A.,,30-56986183-3,AV.CNEL.NICETO VEGA 5598,1414,CDAD.AUTONOMA DE BUENOS AIRES,1,4777-7077 L.ROT./FAX: 4775-3041,pagosycobranzas@accinsa.com,,,IN,901-918620-4,726541,92599,0,,0,0
1003,BLOCKMAN S.R.L.,,30-69971606-1,BRASIL N° 701,1154,CDAD AUTONOMA DE BUENOS AIRES,1,4300-1332/FAX: 4300-0136,info@blockman.com.ar,ARGENTINA,WEB: www.blockman.com.ar,IN,098903-07,0,0,0,,0,0
1004,ACEROS PARANA S.A.,,30-65705991-5,PLANTA GENERAL SAVIO,2900,SAN NICOLAS,2,,,,,IN,,0,0,0,,0,0
1005,HIDRALTECNICA S.A.,FAX.(005411) 4257-2197,30-52070758-8,GRAN CANARIA 747/55,1878,QUILMES,2,4253-3563/5903,,,,IN,,0,0,0,,0,0
1006,AGOSTINI RODAMIENTOS S.R.L.,AGOSTINI RODAMIENTOS S.R.L.,33-64201124-9,BALCARCE 1322,1153,CAPITAL FEDERAL,1,4361-1936,,,,IN,,0,0,0,,0,0
1007,COTIA ALMACENES LA PLATA,COTIA ALMACENES LA PLATA,30-69725234-3,CARLOS PELLEGRINI 1149,1009,CAPITAL FEDERAL,1,5556-2200,,,,IN,,0,0,0,,0,0
1008,AGUSTI-MOCCIOLI S.A.,AGUSTI-MOCCIOLI S.A.,30-65997594-3,C.PELLEGRINI 465-P6-OF49,1009,CAPITAL FEDERAL,1,4326-1363,,,,IN,,0,0,0,,0,0
1009,NESLIA SACIFIA.,,30-54869703-0,AV.LIBERTADOR-P.1/OF.B,1001,CDAD AUTONOMA DE BUENOS AIRES,1,4311-8670/FAX: (54-11) 4312-6641,neslia@sion.com,ARGENTINA,,IN,901-914570-9,0,0,0,,0,0
1010,ALBERTO GRANADOS S.R.L.,ALBERTO GRANADOS S.R.L.,30-63673492-2,AV. OVIDIO LAGOS 3131,2000,ROSARIO,21,041-4816764,,,,IN,,0,0,0,,0,0
1012,ALEJANDRO CESAR ALFANO,ALEJANDRO CESAR ALFANO,23-07691519-9,SUIPACHA 670 -P2 -OF L,1008,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1014,ALFA-LAVAL S.A.,ALFA-LAVAL S.A.,30-50063949-7,URUGUAY 2800,1646,SAN FERNANDO,2,,,,,IN,,0,0,0,,0,0
1016,ALBERTO A. PEREGO,ALBERTO A. PEREGO,20-12667193-9,VENEZUELA 110 - P1-OF 12,1095,CAPITAL FEDERAL,1,4342-0213/3432617,,,,IN,,0,0,0,,0,0
1018,ALFREDO JOSE PANDELO S.A.,ALFREDO JOSE PANDELO S.A.,30-53450135-4,CONSTITUCION 2302,1254,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1020,ALTECA S.A.,ALTECA S.A.,30-59301826-8,CNEL. UZAL 3798,1636,VICENTE LOPEZ,2,,,,,IN,,0,0,0,,0,0
1022,ANTAR S.R.L.,ANTAR S.R.L.,30-55170660-1,TTE.GRAL.J.D.PERON 1678,1037,CAPITAL FEDERAL,1,4382-9345/1321,,,,IN,901-920330-5,0,0,0,,0,0
1024,ANTARES RODAMIENTOS S.R.L.,ANTARES RODAMIENTOS S.R.L.,33-60437116-9,ESTADOS UNIDOS 3902,1228,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1026,A.P.DISTRIBUIDORA,A.P. DISTRIBUIDORA,30-65877311-5,V. LOPEZ 1762-5 P -OF 56,1018,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1028,ARGENCARGO S.A.,PABLO KRAMER,,,0,CAPITAL FEDERAL,1,4311-7350/int.30,,,,IN,,0,0,0,,0,0
1030,ARGENDRILL S.A.,ARGENDRILL S.A.,30-59670005-1,PERU 424,1067,CAPITAL FEDERAL,1,4331-3132/3424667,administracion@argendrill.com.ar,,,IN,901-916351-4,1421147,0,0,,0,0
1032,ARGENRODA S.R.L.,ARGENRODA S.R.L.,30-67790085-3,COCHABAMBA 1890,1252,.APITAL FEDERAL,1,4305-5815,argenroda@fibertel.com.ar,,,IN,93739903,0,0,0,,0,0
1034,ARODAMIENTOS S.A.,,30-62245214-2,LUNA 231/33,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,TEL./FAX: 4941-6670-LINEAS ROTATIVAS,www.arodamientos.com.ar,,administracion@arodamientos.com.ar,IN,901-932947-8,77738,25097,0,,0,0
1036,ARTRONIX S.A.,ARTRONIX S.A.,30-59471479-9,CALLE 101 - NRO. 2220,1650,SAN MARTIN,2,,,,,IN,,0,0,0,,0,0
1038,ASTE RODAMIENTOS,ASTE RODAMIENTOS,30-67772720-5,AV. GARMENDIA 4985/87,1427,CAPITAL FEDERAL,1,4554-2123,,,,IN,,0,0,0,,0,0
1040,AUGUSTO CREMONESE,AUGUSTO CREMONESE,20-15244704-4,AV. CONSTITUYENTES 3552,1431,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1042,AUTOPIEZAS S.A.,AUTOPIEZAS S.A.,20-04366187-7,WARNES 1147/54,1414,CAPITAL FEDERAL,1,4854-6867/4355,,,,IN,,0,0,0,,0,0
1044,BORIMPORT S.R.L.,BORIMPORT S.R.L.,30-60880514-8,AV. ELCANO 4971,1427,C.A.B.A.,1,4556-1000/4552-8120,www.borimport.com,,,IN,901-928586-6,0,0,0,,0,0
1046,B.P.B. MEDITERRANEA S.A.,B.P.B. MEDITERRANEA S.A.,30-64603227-6,VELEZ SARSFIELD 1245,5900,VILLA MARIA,4,54-3534531694,FAX0800-777-8300,,bpb@bpb.com.ar,IN,,0,0,0,,0,0
1048,BUPER S.A.,EMILIA MENDEZ,27-04769453-7,LUZURIAGA 1524,1279,CAPITAL FEDERAL,1,4301-8325,,,,IN,,0,0,0,,0,0
1050,BUENOS AIRES BEARINGS S.R.L.,BUENOS AIRES BEARINGS S.A.,30-64352815-7,MIRAVE 2745,1281,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1052,CARLOS A. SANCHEZ CONTALDI,CARLOS A. SANCHEZ CONTALDI,20-10110597-1,BOLIVAR 702,1066,CAPITAL FEDERAL,1,4361-7314/7159,,,,IN,,0,0,0,,0,0
1054,CASA BUENO S.R.L.,,30-62480231-0,AV. ITALIA 1798,5800,RIO CUARTO,4,0358-4626663,casabueno@casabueno.com.ar,ARGENTINA,,IN,904-247492-1,0,148225,0,,0,0
1056,CASA TORBUL,CASA TORBUL,30-57873338-4,AV. MITRE 978,2804,CAMPANA,2,0315-420913,,,,IN,,0,0,0,,0,0
1058,CEBRIAN HNOS. S.A.,,33-56965577-9,CORONEL PAGOLA 4141,1437,C.A.B.A.,1,(011)3969-2326,carolina@chrodamientos.com.ar,ARGENTINA,,IN,901-911722-0,0,0,0,,0,0
1060,C&K ALUMINIO S.A.,C&K ALUMINIO S.A.,30-52613142-4,COSQUIN 4250,1439,CAPITAL FEDERAL,1,4638-2551/59,,,,IN,,0,0,0,,0,0
1062,C. FRINO E HIJOS,C. FRINO E HIJOS,20-04160755-7,AV. BELGRANO 225-P12-48,1092,CAPITAL FEDERAL,1,,,,,IN,,0,2420,0,,0,0
1064,CORAM S.A.,,33-55129396-9,GARAY 838,1153,CDAD AUTONOMA DE BUENOS AIRES,1,4307-7160/4307-6619/4307-5413,ADMINISTRACION@CORAM.COM.AR,ARGENTINA,MARITA,IN,901-978211-1,1487263,0,0,,0,0
1066,AMERICO A. GRIECO,,20-05098304-9,CRESPO 3083,1437,CDAD.AUTONOMA DE BUENOS AIRES,1,4919-2858/4919-2892 L.R.-FAX:4918-1201,americo@grieco.com.ar,ARGENTINA,HTTP://www.agrieco.com.ar,IN,901-919639-1,0,0,0,,0,0
1068,DE CARO Y RUSSO S.A.,4343-3589,30-54706855-2,PERU 486,1067,CAPITAL FEDERAL,1,4331-1139/0718,,,,IN,,0,0,0,,0,0
1070,DELFOR H. NIEVAS S.A.,DELFOR H. NIEVAS S.A.,33-50426515-9,AV. CASEY 661,2600,VENADO TUERTO,21,,,,,IN,,0,0,0,,0,0
1072,DE NOIA E HIJO S.A.,DE NOIA E HIJO S.A.,30-56157613-7,AV. RIVADAVIA 5170-2P C,1424,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1074,DH.INTERNACIONAL S.A.,,33-60861119-9,ACASSUSO 462,1642,SAN ISIDRO,2,4743-7971/4743-9663,,,,IN,,0,1099607,0,,0,0
1076,DIRECTA S.A.,DIRECTA S.A.,30-51923374-2,TUCUMAN 3344,1189,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1078,DISTRIBUIDORA JORGE SRL.,DISTRIBUIDORA JORGE S.A.,30-56175282-2,AV.ALVAREZ JONTE 1938,1416,CAPITAL FEDERAL,1,4583-4171/4176,,,,IN,,0,0,0,,0,0
1080,TERMINAL DE CARGAS ARGENTINA,EDCADASSA,30-69617058-0,AUTOPISTA RICCHIERI S/N,1804,EZEIZA,2,,,,,IN,,0,0,0,,0,0
1082,F.A. RODAMIENTOS S.A.,,30-71083786-0,AV.JUAN B. JUSTO 3365,1416,CDAD AUTONOMA DE BUENOS AIRES,1,,administracion@farodamientos.com.ar,ARGENTINA,,IN,902-726956-1,0,0,0,,0,0
1084,FAYBE S.A.,FAYBE S.A.,30-53868992-7,MIGUEL ANGEL 1827,1416,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1086,FLORENCIO GAMALLO,FLORENCIO GAMALLO,23-04254186-9,VENEZUELA 421 -3P -DTO 9,1095,CAPITAL FEDERAL,1,4343-9665,,,,IN,,0,0,0,,0,0
1088,GAGLIANO RODAMIENTOS S.R.L.,GAGLIANO RODAMIENTOS S.R.L.,30-61556425-3,BRASIL 326,5500,MENDOZA,13,0361-4249827,,,,IN,,0,0,0,,0,0
1090,GANDOLFO HNOS. S.R.L.,GANDOLFO HNOS. S.R.L.,33-56858660-9,AV. INDEPENDENCIA 3401,1225,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1092,G.B. RODAMIENTOS,G.B. RODAMIENTOS,20-13678399-9,CENTENARIO URUGUAYO 428,1824,LANUS ESTE,2,4230-9443/4246-4877/4878-2656/4878-2657,www.gbrodamientos.com.ar,,info@gbrodamientos.com.ar,IN,902-637041-3,0,0,0,,0,0
1094,GERSCH KWITKO S.A.C.I.,,30-53646778-1,WARNES 1450 ESQ;PAYSANDU,1416,CDAD AUTONOMA DE BUENOS AIRES,1,4582-6865/0594,info@rulemaneskvitko.com.ar,ARGENTINA,,IN,901-911594-1,0,0,0,,0,0
1096,GOLFO NUEVO S.A.,GOLFO NUEVO S.A.,30-57374992-4,SOLIS 1315,1134,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1098,GRINSPON S.A.C.I.F.I.A.,GRINSPON S.A.C.I.F.I.A.,30-52102785-8,AV.JUAN B.JUSTO 3363/65,1416,CAPITAL FEDERAL,1,4582-7954/6831,,,,IN,,0,0,0,,0,0
1100,GUIGON RODAMIENTOS,GUIGON RODAMIENTOS,20-12587908-4,ACOYTE 499-P4-DTO A,1405,CAPITAL FEDERAL,1,4903-1310,,,,IN,,0,0,0,,0,0
1102,PARADELA HORACIO RODAMIENTOS,DE HORACIO PARADELA S.A.,30-57663579-2,AÑASCO 2297,1416,CDAD AUTONOMA DE BUENOS AIRES,1,4584-6888 LINEAS ROTATIVAS,info@paradela.com.ar,ARGENTINA,www.paradela.com.ar,IN,901-922098-1,0,0,0,,0,0
1104,HORACIO ROSSI E HIJO S.R.L.,,30-64437839-6,AV.HIP.YRIGOYEN 4017,1824,LANUS,2,,,,,IN,,0,0,0,,0,0
1106,SCHAEFFLER ARGENTINA S.A.,,30-58015652-1,AV.ALVAREZ JONTE 1938,1416,CDAD.AUTONOMA DE BUENOS AIRES,1,(011) 4016-1515 L.R.-FAX:4582-3320,inaarg@ina.com.ar,ARGENTINA,,IN,901-173155-1,0,0,0,,0,0
1108,INDUS-BAR,INDUS-BAR,27-15219630-5,PUNTA ARENAS 1946,1416,CAPITAL FEDERAL,1,581-0434,,,,IN,,0,0,0,,0,0
1110,INDUSTRIAL BEARINGS SACIFI.,,30-52109403-2,QUINTINO BOCAYUVA 768/72,1216,CDAD.AUTONOMA DE BUENOS AIRES,1,4932-5626/5145-FAX: 4932-5632,industrialb@fibertel.com.ar,ARGENTINA,,IN,901-910950-8,807917,277208,0,,0,0
1111,INDUSTRIAL BEARINGS SA-(CANJE),,30-52109403-2,QUINTINO BOCAYUVA 768/72,1216,CDAD.AUTONOMA DE BUENOS AIRES,1,4932-5626/5145- FAX: 4932-5632,,ARGENTINA,,IN,901-910950-8,0,0,0,,0,0
1112,INTEROD S.A.,,30-61400630-3,CHACABUCO 586,1069,CAPITAL FEDERAL,1,331-9525/342-3976,,,,IN,,0,0,0,,0,0
1114,INTL EASTMAN CO LTD SRL,INTL EASTMAN CO LTD SRL,30-67604852-5,ALM. F. J. SEGUI 1572,1416,CAPITAL FEDERAL,1,581-6744,,,,IN,,0,0,0,,0,0
1116,J.AMATRIAIN-(NO CONTABLE),,30-70896899-0,NICASIO OROÑO 1190,1416,CDAD.AUTONOMA DE BUENOS AIRES,1,011-4581-2567 /FAX: 011-4585-0454,baires@amatriain.com,,www.jarodamientos.com.ar,IN,1153220-03,0,0,0,,0,0
1118,JUAN CARLOS DE VINCENZI SACI,FAX. 4372-2737,30-52042089-0,PARANA 487,1017,CAPITAL FEDERAL,1,4371-0445/0536,,,,IN,,0,0,0,,0,0
1120,LA MERIDIONAL SAFCI,LA MERIDIONAL SAFCI,30-52837973-3,SAN JOSE 462,1076,CAPITAL FEDERAL,1,381-4690/4281,,,,IN,,0,0,0,,0,0
1122,LEONARDO CARINI,LEONARDO CARINI,20-17475632-6,PEDRO ECHAGUE 1370,1130,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1124,LIMA DISTRIBUIDORA S.A.,LIMA DISTRIBUIDORA S.A.,30-62080981-7,J.L. DE CABRERA 1090,5000,CORDOBA,4,,,,,IN,,0,0,0,,0,0
1126,LOGATEC SRL,LOGATEC SRL,30-62386362-6,BOLIVAR 627,1066,CAPITAL,1,,,,,IN,,0,0,0,,0,0
1128,LOS PORTENOS S.C.A.,LOS PORTENOS SCA,30-55589505-0,WARNES 1536,1416,CAPITAL FEDERAL,1,581-6187/582-7834,,,,IN,901-030572-9,0,0,0,,0,0
1130,LUIS GONZALEZ,LUIS GONZALEZ,20-05678704-3,AVDA. MITRE 3180,1605,MUNRO,2,762-1890,,,,IN,,0,0,0,,0,0
1132,MAR-MARIETTA MARMETAL SAIC,MAR-MARIETTA MARMETAL SAIC,30-52548631-8,OVIDIO LAGOS 4550,2000,ROSARIO,21,0341-4622244 L.R.,marmetal@marietta.com.ar,,,IN,921-759486-8,0,0,0,,0,0
1134,CARLOS MATALON Y CIA SACIFIA,MATALON CARLOS Y CIA,33-53394189-9,PERU 548,1068,CAPITAL FEDERAL,1,343-9691/342-6668,,,,IN,16241408,0,0,0,,0,0
1136,MERCANTIL ANDINA SEGUROS,MERCANTIL ANDINA SEGUROS,30-50003691-1,MADERO 942--PISO 18,1106,CDAD.AUTONOMA DE BUENOS AIRES,1,4326-3876/3877/3878,,,RATTIN MARIEL,IN,,3844983,182316,0,,0,0
1138,MESELIH SRL,MESELIH SRL,30-61630552-9,COCHABAMBA 4305,1252,CAPITAL FEDERAL,1,924-7924,,,,IN,,0,0,0,,0,0
1140,MIGNANI HNOS SRL,MIGNANI HNOS SRL,30-52314434-7,MENDOZA 3242/46,2000,ROSARIO,21,,,,,IN,,0,0,0,,0,0
1142,MIGUEL NARDELLI SACI,MIGUEL NARDELLI SACI,30-53581404-6,VIAMONTE 1462,1055,CDAD.AUTONOMA DE BUENOS AIRES,1,011-4371-2190 LINEAS ROTATIVAS,ventas@miguelnardelli.com.ar,,,IN,,0,0,0,,0,0
1144,JORGE ALBERTO MIRA,JORGE ALBERTO MIRA,20-11875855-3,CALLE 26 A - NRO 5521,1884,BERAZATEGUI,2,,,,,IN,,0,0,0,,0,0
1146,MODESTINI Y CIA SRL,MODESTINI Y CIA SRL,30-53352240-4,SAN MARTIN 2519,2000,ROSARIO,21,,,,,IN,,0,0,0,,0,0
1148,MOTORODA S.A.,MOTORODA,30-66152888-1,AV.PATRICIOS 1,1265,CAPITAL FEDERAL,1,23-3445/26-9590,,,,IN,,0,0,0,,0,0
1150,MOTOR IMPORT SACIFIA,MOTOR IMPORT SACIFIA,30-57775221-0,AV.INGENIERO HUERGO 983,1107,CAPITAL FEDERAL,1,334-8238/8834,,,,IN,,0,0,0,,0,0
1152,MOVIMEC S.A.,,30-64405502-3,RINCON 1029,1227,CDAD AUTONOMA DE BUENOS AIRES,1,4941-7475 L.R.,rodamientos@movimecsa.com.ar,ARGENTINA,www.movimecsa.com.ar,IN,901-958324-1,0,0,0,,0,0
1154,MOVIMET S.R.L.,MOVIMET SRL,30-65733922-6,P. DE MENDOZA 1751-1C,1169,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1156,MOVIMIENTOS INDUSTRIALES SRL,MOVIMIENTOS INDUSTRIALES SRL,30-61981148-4,AV. ALSINA 370,1828,BANFIELD,2,242-0429,,,,IN,,0,0,0,,0,0
1158,OCTAVIO BRUNI E HIJOS SRL,OCTAVIO BRUNI E HIJOS SRL,33-58770348-9,USPALLATA 2635,1437,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1160,ORGANIZ.DEL PLATA,FAX. 4642-1133,30-66142061-4,AV.RIVADAVIA 10548,1408,CAPITAL FEDERAL,1,4642-1158/1133,,,,IN,,0,0,0,,0,0
1162,PROINSA,DIEGO LEVINGTON,20-22472094-8,RIVADAVIA 3089,1023,CAPITAL FEDERAL,1,87-2961/865-8464,,,,IN,,0,0,0,,0,0
1164,RAVI SRL,RAVI SRL,30-56951888-8,BRASIL 581,1603,VILLA MARTELLI,2,4709-5815/4709-0630,,,,IN,,0,0,0,,0,0
1166,RET-JUNT S.R.L.,E:mail:<retjunt@overnet.com.ar,30-52077018-2,CENTENERA 2987,1437,CAPITAL FEDERAL,1,4918-7924,,,,IN,,0,33818,0,,0,0
1168,R.H.DE HECTOR ARIAS,R.H.DE HECTOR ARIAS,20-07608500-6,MARIANO MORENO 5264,1678,CASEROS,2,734-5510,,,,IN,,0,0,0,,0,0
1170,RHODES SH,RHODES SH,20-07765227-3,PUEYRREDON 1525,1704,RAMOS MEJIA,2,,,,,IN,,0,0,0,,0,0
1172,RODABOL S.H.,RODABOL S.H.,33-68769156-9,BOLIVIA 92/96,1406,CDAD.AUTONOMA DE BUENOS AIRES,1,4611-0777-/-4612-0495,rodabolweb@ciudad.com.ar,,,IN,,0,0,0,,0,0
1174,RODACOP,RODACOP,20-10175096,MARIANO MORENO 5264,1678,CASEROS,2,,,,,IN,,0,0,0,,0,0
1176,RODADOS,JORGE A LIEBANA,20-07592407-1,SANTANDER 1162,1424,CAPITAL FEDERAL,1,922-7285,,,,IN,,0,0,0,,0,0
1178,RODAIMPORT SAICIA,RODAIMPORT SAICIA,30-51769822-5,AVDA. CORDOBA 5043,1414,CAPITAL FEDERAL,1,773-0888/771-1359,,,,IN,,0,0,0,,0,0
1180,RODAMET SACI,info@rodamet.com.ar,30-54929744-3,MANUEL R TRELLES 2419,1416,CAPITAL FEDERAL,1,4581-9078/3429,,,,IN,,0,0,0,,0,0
1182,RODAM.ARH S.A.,RODAMIENTOS ARH SA,30-56484144-3,RUTA 9 Y GENERAL PAZ,2594,LEONES,4,0472-81397/81636,,,,IN,,0,0,0,,0,0
1184,RODAM.CENTRO S.C.,RODAMIENTOS CENTRO SC,30-52534577-3,SALTA 2598,2000,ROSARIO,21,,,,,IN,,0,0,0,,0,0
1186,RODAM.COOR,RODAMIENTOS COOR,20-16967071-5,AV.DE LOS CONSTITUY.4441,1431,CAPITAL FEDERAL,1,,,,,IN,,0,0,0,,0,0
1188,RODAM.CV,RODAMIENTOS CV,27-14825601-8,PUERTO DE PALOS 292,1874,AVELLANEDA,2,,,,,IN,,0,0,0,,0,0
